doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/490338.txt,/Users/karthickdurai/Equator/OneDoc/486370.txt,0.9257170875214513
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/13884.txt,/Users/karthickdurai/Equator/OneDoc/14724.txt,0.9153705397987191
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/490339.txt,/Users/karthickdurai/Equator/OneDoc/486371.txt,0.9097605893186004
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/490339.txt,/Users/karthickdurai/Equator/OneDoc/486391.txt,0.90625
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/486371.txt,/Users/karthickdurai/Equator/OneDoc/486391.txt,0.9080882352941176
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/14874.txt,/Users/karthickdurai/Equator/OneDoc/14855.txt,0.9450980392156862
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/487800.txt,/Users/karthickdurai/Equator/OneDoc/487801.txt,0.9465930018416207
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/489947.txt,/Users/karthickdurai/Equator/OneDoc/489201.txt,0.9011904761904762
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/486040.txt,/Users/karthickdurai/Equator/OneDoc/486044.txt,0.9291539245667686
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/490291.txt,/Users/karthickdurai/Equator/OneDoc/490292.txt,0.9415204678362573
doc_id,duplicate_doc,similarity_percent
/Users/karthickdurai/Equator/OneDoc/14855.txt,/Users/karthickdurai/Equator/OneDoc/14882.txt,0.9450980392156862
